着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),日付,東西
15,4,8,サウスセレクト,牡4,53,伴啓太,1:25.8,1/2,**,3-3,37.9,24.0,11,520(-4),,,,高橋祥泰,南波壽,,201505010112,東
除,8,15,トウカイビジョン,牡5,57,武豊,,,**,,,---,,494(-8),,,,野中賢二,内村正則,,201505010112,西
1,6,11,カフェブリリアント,牝5,53,福永祐一,1:33.9,,**,11-11,34.0,15.0,6,432(-2),,,,堀宣行,西川光一,"1,855.0",201505010210,東
2,4,8,アデイインザライフ,牡4,56,ベリー,1:34.0,3/4,**,15-13,33.9,2.1,1,554(+14),,,,鈴木康弘,池谷誠一,740.0,201505010210,東
3,4,7,マイネルアウラート,牡4,54,松岡正海,1:34.1,1/2,**,3-3,34.8,18.7,7,446(-12),,,,高橋裕,サラブレッドクラブ・ラフィアン,465.0,201505010210,東
4,3,6,プロクリス,牝4,52,田中勝春,1:34.3,1.1/4,**,7-6,34.7,7.8,3,474(-2),,,,松田国英,サンデーレーシング,270.0,201505010210,西
5,1,2,サトノフェラーリ,牡4,55,北村宏司,1:34.5,1.1/4,**,12-13,34.4,5.8,2,464(+2),,,,藤沢和雄,里見治,182.0,201505010210,東
6,7,14,ベストドリーム,牡4,54,武豊,1:34.6,クビ,**,14-13,34.5,12.4,4,466(0),,,,高橋文雅,堀口晴男,,201505010210,東
7,1,1,オメガキングティー,牡5,54,ブノワ,1:34.6,アタマ,**,7-6,35.0,20.6,8,478(-2),,,,斎藤誠,原礼子,,201505010210,東
8,2,3,キョウエイバサラ,牡7,54,川須栄彦,1:34.6,クビ,**,3-3,35.3,66.6,12,524(+2),,,,矢作芳人,田中晴夫,,201505010210,西
9,6,12,ベリーフィールズ,牝7,51,吉田隼人,1:34.8,1.1/4,**,16-16,34.4,162.3,14,470(-4),,,,庄野靖志,ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,,201505010210,西
10,5,9,アラフネ,牝6,52,吉田豊,1:35.0,1,**,9-9,35.2,164.0,15,466(+2),,,,高橋裕,アラキファーム,,201505010210,東
11,8,16,ダノンフェニックス,牡7,56,Ｃ．デム,1:35.0,アタマ,**,9-9,35.2,12.5,5,458(-6),,,,角居勝彦,ダノックス,,201505010210,西
12,5,10,セセリ,牡4,54,三浦皇成,1:35.0,ハナ,**,1-1,36.1,23.8,10,498(-2),,,,森秀行,冨士井直哉,,201505010210,西
13,7,13,コレクターアイテム,牝5,53,内田博幸,1:35.5,3,**,6-6,35.9,23.3,9,472(-14),,,,須貝尚介,Ｇ１レーシング,,201505010210,西
14,2,4,サニーヘイロー,牝7,50,井上敏樹,1:35.6,クビ,**,3-5,36.2,255.2,16,470(0),,,,谷原義明,宮崎守保,,201505010210,東
15,3,5,ダンツキャンサー,牝4,52,田中博康,1:35.6,ハナ,**,2-2,36.4,31.5,11,458(-12),,,,谷潔,山元哲二,,201505010210,西
16,8,15,ラロメリア,セ7,55,吉原寛人,1:36.6,6,**,12-11,36.7,69.1,13,440(-2),,,,久保田貴,キャロットファーム,,201505010210,東
1,3,6,エアハリファ,牡6,56,三浦皇成,1:23.4,,**,10-10,34.9,3.4,1,480(0),,,,角居勝彦,ラッキーフィールド,"3,756.7",201505010211,西
2,7,13,ワイドバッハ,牡6,57,武豊,1:23.6,1,**,15-15,34.7,4.5,2,490(+4),,,,庄野靖志,幅田京子,"1,516.2",201505010211,西
3,7,14,アドマイヤロイヤル,牡8,56,内田博幸,1:23.7,1/2,**,8-9,35.3,102.7,15,528(-2),,,,橋田満,近藤利一,938.1,201505010211,西
4,4,7,ゴールスキー,牡8,57,ベリー,1:23.7,クビ,**,10-12,35.0,22.7,8,492(-6),,,,池江泰寿,社台レースホース,560.0,201505010211,西
5,5,9,キョウワダッフィー,牡7,56,福永祐一,1:23.8,1/2,**,7-7,35.6,7.3,4,470(-2),,,,笹田和秀,協和牧場,370.0,201505010211,西
6,6,12,レーザーバレット,牡7,56,横山典弘,1:23.8,アタマ,**,5-4,35.7,17.0,7,478(-2),,,,萩原清,前田葉子,,201505010211,東
7,4,8,マルカフリート,牡9,56,田中勝春,1:23.8,ハナ,**,13-12,35.1,97.8,14,488(+4),,,,浜田多実,日下部猛,,201505010211,西
8,1,1,ロゴタイプ,牡5,58,Ｃ．デム,1:23.9,3/4,**,5-4,35.8,5.7,3,500(-2),,,,田中剛,吉田照哉,,201505010211,東
9,6,11,キョウエイアシュラ,牡8,57,石橋脩,1:24.0,クビ,**,10-10,35.5,202.7,16,470(+3),,,,森田直行,田中晴夫,,201505010211,西
10,5,10,グレープブランデー,牡7,58,北村宏司,1:24.0,クビ,**,1-1,36.4,33.8,10,540(+4),,,,安田隆行,社台レースホース,,201505010211,西
11,2,3,ジョーメテオ,牡9,56,吉原寛人,1:24.2,1.1/2,**,8-7,35.9,88.9,13,520(+1),,,,小久保智,上田けい子,,201505010211,地
12,3,5,ポアゾンブラック,牡6,56,太宰啓介,1:24.3,クビ,**,13-12,35.5,26.9,9,524(-1),,,,本田優,村上憲政,,201505010211,西
13,2,4,サトノタイガー,牡7,56,御神本訓,1:25.0,4,**,3-2,37.2,12.9,6,476(+6),,,,小久保智,里見治,,201505010211,地
14,8,16,サトノプリンシパル,牡5,56,川須栄彦,1:25.2,3/4,**,2-2,37.4,8.9,5,556(-4),,,,矢作芳人,里見治,,201505010211,西
15,1,2,キクノストーム,牡6,56,国分恭介,1:25.6,2.1/2,**,3-4,37.5,46.7,11,494(-6),,,,吉田直弘,菊池五郎,,201505010211,西
16,8,15,シルクフォーチュン,牡9,56,ブノワ,1:25.9,2,**,15-16,36.9,87.6,12,470(-2),,,,藤沢則雄,シルクレーシング,,201505010211,西
1,7,12,ロワジャルダン,牡4,56,Ｃ．デム,2:12.4,,**,3-3-3-3,35.6,3.6,1,502(+8),,,,戸田博文,社台レースホース,"1,050.0",201505010212,東
2,4,5,エルズミーア,牡4,56,三浦皇成,2:12.6,1.1/2,**,2-2-2-2,36.0,4.4,3,568(0),,,,萩原清,サンデーレーシング,420.0,201505010212,東
3,7,11,グランドサッシュ,牡4,56,津村明秀,2:12.7,1/2,**,7-9-9-6,35.6,49.1,9,452(+12),,,,武市康男,シルクレーシング,260.0,201505010212,東
4,8,13,エンキンドル,牡4,56,武豊,2:13.1,2.1/2,**,1-1-1-1,36.5,9.5,5,548(-4),,,,野中賢二,Ｈ．Ｈ．シェイク・モハメド,160.0,201505010212,西
5,2,2,ホワイトフリート,牡5,57,横山典弘,2:13.2,3/4,**,7-5-5-5,36.3,6.8,4,472(-2),,,,久保田貴,キャロットファーム,105.0,201505010212,東
6,6,9,トウカイエントリー,牡4,56,北村宏司,2:13.3,クビ,**,4-5-5-3,36.5,3.9,2,486(0),,,,栗田徹,内村正則,,201505010212,東
7,5,7,マキノクィーン,牝5,55,後藤浩輝,2:13.6,1.3/4,**,6-7-7-6,36.6,76.1,10,498(+4),,,,土田稔,島宮萬喜,,201505010212,東
8,6,10,ナムラショウリ,牡5,57,ベリー,2:13.9,1.3/4,**,12-11-9-10,36.7,107.5,12,450(-6),,,,大和田成,奈村信重,,201505010212,東
9,4,6,ワンダフルニュース,牡4,56,田辺裕信,2:14.1,1.1/2,**,10-12-12-12,36.8,136.7,13,490(+2),,,,尾関知人,島田久,,201505010212,東
10,3,3,サトノバセロン,牡4,56,蛯名正義,2:14.5,2.1/2,**,9-9-9-10,37.3,13.3,6,512(+2),,,,国枝栄,里見治,,201505010212,東
11,8,14,ヤマカツティラノ,牡6,57,田中勝春,2:14.6,クビ,**,10-7-7-6,37.6,210.4,14,480(-10),,,,高橋康之,山田和夫,,201505010212,西
12,1,1,モンサンアルビレオ,牝4,54,的場勇人,2:14.6,ハナ,**,14-14-14-14,36.8,23.8,8,468(-2),,,,牧光二,山下新一,,201505010212,東
13,5,8,オペラハット,牡4,56,吉原寛人,2:14.9,2,**,12-12-12-12,37.5,16.1,7,454(+4),,,,森秀行,小菅定雄,,201505010212,西
14,3,4,デルマハンニャ,牝5,55,柴田大知,2:16.3,9,**,4-3-3-6,39.2,107.4,11,452(+2),,,,和田正一,浅沼廣幸,,201505010212,東
1,1,2,ダービーフィズ,牡5,57.5,蛯名正義,2:26.3,,**,8-8-8-8,34.6,5.1,2,464(-2),,,,小島太,社台レースホース,"1,535.7",201505010310,東
2,6,12,エイシンアロンジー,牡4,56,川田将雅,2:26.3,ハナ,**,5-5-5-5,34.8,1.7,1,476(-4),,,,西園正都,栄進堂,610.2,201505010310,西
3,4,7,アンプラグド,牡4,54,石橋脩,2:26.3,クビ,**,3-3-3-2,35.0,41.7,11,504(-2),,,,堀宣行,諸江幸祐,385.1,201505010310,東
4,5,10,サトノレオパード,セ6,55,北村宏司,2:26.4,クビ,**,12-12-11-11,34.5,20.6,5,512(+6),,,,藤沢和雄,里見治,230.0,201505010310,東
5,2,4,ディスキーダンス,牡4,53,戸崎圭太,2:26.4,クビ,**,10-9-11-11,34.4,31.2,7,460(+14),,,,手塚貴久,社台レースホース,150.0,201505010310,東
6,6,11,ヘルデンテノール,牡5,56,吉田豊,2:26.5,クビ,**,12-12-11-11,34.6,19.7,4,506(-4),,,,大久保洋,社台レースホース,,201505010310,東
7,3,6,ストーミング,牡4,55,田中勝春,2:26.7,1.1/2,**,1-1-1-1,35.6,6.3,3,488(-2),,,,新開幸一,栗坂崇,,201505010310,東
8,7,13,レイトライザー,牡5,54,横山典弘,2:26.7,アタマ,**,10-9-8-9,34.9,25.6,6,466(+4),,,,加藤敬二,中西功,,201505010310,西
9,1,1,シークレットパス,牡4,53,石川裕紀,2:26.8,1/2,**,8-9-8-9,35.0,51.4,12,456(-6),,,,尾形和幸,岡田牧雄,,201505010310,東
10,4,8,キネオワールド,牡4,54,四位洋文,2:26.9,3/4,**,15-15-14-14,34.7,37.6,9,466(0),,,,尾関知人,吉田千津,,201505010310,東
11,8,16,カノン,牝5,54,後藤浩輝,2:27.1,1,**,2-2-2-2,35.9,37.1,8,468(-8),,,,崎山博樹,ヒダカ・ブリーダーズ・ユニオン,,201505010310,西
12,2,3,ルミナスレッド,牝6,52,江田照男,2:27.3,1.1/4,**,5-5-5-5,35.7,85.9,15,498(-4),,,,菊川正達,岡田牧雄,,201505010310,東
13,5,9,アナンジュパス,牝6,52,大野拓弥,2:27.3,クビ,**,14-14-14-14,35.1,79.0,13,478(+12),,,,久保田貴,Ｇ１レーシング,,201505010310,東
14,8,15,サトノスーペリア,牡4,53,松岡正海,2:27.7,2.1/2,**,4-4-4-2,36.4,106.4,16,470(-6),,,,平田修,里見治,,201505010310,西
15,3,5,ブランクヴァース,牡6,55,三浦皇成,2:27.9,3/4,**,16-16-16-16,35.4,38.8,10,500(+4),,,,田中清隆,社台レースホース,,201505010310,東
16,7,14,ファルスター,牡7,55,内田博幸,2:28.0,3/4,**,5-5-5-5,36.4,83.7,14,488(-4),,,,友道康夫,佐々木主浩,,201505010310,西
1,3,5,サウンドトゥルー,セ5,55,大野拓弥,1:37.0,,**,14-14,35.1,3.6,2,476(0),,,,高木登,山田弘,"1,855.0",201505010311,東
2,2,4,ブラインドサイド,牡6,55,四位洋文,1:37.1,1/2,**,8-7,35.6,14.7,5,510(+14),,,,加藤征弘,諸江幸祐,740.0,201505010311,東
3,7,13,シンゼンレンジャー,牡6,54,田中勝春,1:37.2,3/4,**,8-7,35.7,44.6,11,498(-10),,,,飯田祐史,原司郎,465.0,201505010311,西
4,8,16,ピンポン,牡5,55,戸崎圭太,1:37.3,1/2,**,10-10,35.7,3.3,1,464(-4),,,,田中章博,小田切有一,270.0,201505010311,西
5,3,6,ナンヨーマーク,牡4,54,蛯名正義,1:37.5,1.1/4,**,1-1,36.6,8.1,4,514(-6),,,,松田国英,中村徳也,182.0,201505010311,西
6,8,15,オソレイユ,牡6,54,松岡正海,1:37.5,ハナ,**,4-4,36.3,75.7,13,516(-2),,,,河内洋,松岡隆雄,,201505010311,西
7,5,10,オリオンザジャパン,牡5,55,田辺裕信,1:37.6,1/2,**,13-10,36.0,5.4,3,482(+4),,,,小西一男,平本敏夫,,201505010311,東
8,1,1,マヤノオントロジー,牡6,56,石川裕紀,1:37.6,アタマ,**,16-14,35.7,32.7,10,498(0),,,,安達昭夫,田所英子,,201505010311,西
9,5,9,セイカフォルテ,牡7,53,石橋脩,1:37.8,1.1/2,**,14-14,35.9,242.3,16,456(0),,,,相沢郁,久米大,,201505010311,東
10,7,14,ダンシングミッシー,牝6,53,吉田豊,1:37.8,アタマ,**,4-4,36.5,23.2,8,486(+10),,,,田島俊明,伊東純一,,201505010311,東
11,6,12,イースターパレード,セ6,55,柴田大知,1:37.9,3/4,**,3-3,36.8,17.6,7,510(-2),,,,平田修,Ｇ１レーシング,,201505010311,西
12,2,3,スズカヴィグラス,牡6,55,三浦皇成,1:38.4,3,**,10-10,36.8,17.1,6,506(+2),,,,伊藤圭三,永井啓弍,,201505010311,東
13,1,2,ティアップレーヴ,牝5,53,伊藤工真,1:38.5,クビ,**,10-13,36.8,51.2,12,496(+4),,,,高木登,田中昇,,201505010311,東
14,4,8,アールデュラン,セ6,53,北村宏司,1:38.6,3/4,**,4-4,37.4,80.5,14,482(-2),,,,鹿戸雄一,星野紀子,,201505010311,東
15,6,11,ダノンハラショー,牡8,53,大庭和弥,1:39.0,2.1/2,**,7-7,37.5,146.6,15,468(-4),,,,松田国英,ダノックス,,201505010311,西
16,4,7,スザク,牡4,54,内田博幸,1:39.7,4,**,2-2,38.7,25.7,9,486(-12),,,,白井寿昭,一村哲也,,201505010311,西
1,7,13,ボンジュールココロ,牝5,55,ベリー,1:21.6,,**,5-6,33.9,13.4,8,484(+2),,,,天間昭一,田中善次郎,"1,050.0",201505010312,東
2,5,9,アンブリッジ,牡5,57,松岡正海,1:21.6,クビ,**,1-1,34.5,7.0,3,480(+8),,,,宗像義忠,佐藤壽男,420.0,201505010312,東
3,1,1,カシノピカチュウ,牡5,57,三浦皇成,1:21.7,1/2,**,10-10,33.7,9.5,5,484(-12),,,,牧田和弥,柏木務,260.0,201505010312,西
4,6,10,リーサルウェポン,牝4,55,戸崎圭太,1:21.7,アタマ,**,12-10,33.6,5.1,2,428(+4),,,,田村康仁,ＨｉｍＲｏｃｋＲａｃｉｎｇ,160.0,201505010312,東
5,3,5,シーギリヤガール,牝5,52,石川裕紀,1:21.8,クビ,**,7-6,34.1,33.5,12,460(+2),,,,清水英克,ビッグレッドファーム,105.0,201505010312,東
6,8,15,ボブキャット,牡5,57,伊藤工真,1:21.9,3/4,**,3-3,34.4,7.4,4,524(+6),,,,久保田貴,村木隆,,201505010312,東
7,8,14,アンジェリック,牝4,55,横山典弘,1:22.0,1/2,**,13-13,33.6,17.2,9,482(+20),,,,大和田成,シルクレーシング,,201505010312,東
8,6,11,キンシノキセキ,牡4,57,蛯名正義,1:22.2,1.1/4,**,10-10,34.1,11.7,7,486(-14),,,,浅見秀一,若草クラブ,,201505010312,西
9,2,3,ゴールドカルラ,牝7,55,大野拓弥,1:22.2,ハナ,**,14-13,33.9,26.6,10,518(-4),,,,高木登,磯波勇,,201505010312,東
10,7,12,プロスペラスマム,牝8,52,井上敏樹,1:22.3,1/2,**,2-2,35.1,134.1,14,522(0),,,,小桧山悟,本杉芳郎,,201505010312,東
11,4,6,ネオザミスティック,牝7,52,木幡初也,1:22.4,1/2,**,3-3,34.9,299.8,15,456(-2),,,,黒岩陽一,小林仁幸,,201505010312,東
12,4,7,コスモエルデスト,牝4,55,柴田大知,1:22.4,アタマ,**,5-5,34.8,11.6,6,460(+10),,,,畠山吉宏,ビッグレッドファーム,,201505010312,東
13,3,4,レッドガルシア,牡6,57,吉田豊,1:22.4,ハナ,**,14-13,34.1,98.0,13,510(0),,,,大久保洋,東京ホースレーシング,,201505010312,東
14,2,2,エイシンソルティー,牝4,55,川田将雅,1:22.7,2,**,8-8,34.8,4.0,1,480(0),,,,西園正都,栄進堂,,201505010312,西
15,5,8,ジーニマジック,牝5,55,田中勝春,1:23.1,2.1/2,**,8-8,35.2,30.8,11,476(-2),,,,小笠倫弘,田所英子,,201505010312,東
1,4,4,メイショウカドマツ,牡6,57,蛯名正義,2:28.6,,**,2-2-1-1,35.9,7.4,4,532(-2),,,,藤岡健一,松本好雄,"1,849.4",201505010410,西
2,5,6,ヴォルシェーブ,牡4,56,内田博幸,2:29.3,4,**,7-7-7-7,35.8,3.1,1,494(-4),,,,友道康夫,佐々木主浩,738.4,201505010410,西
3,5,7,モビール,牡7,57,Ｃ．デム,2:29.5,1.1/2,**,9-9-9-9,35.8,24.3,8,484(+8),,,,武市康男,吉田照哉,464.2,201505010410,東
4,8,13,カムフィー,牡6,57,横山典弘,2:29.5,アタマ,**,13-13-10-9,35.9,22.5,7,480(+18),,,,鈴木康弘,清水二朗,270.0,201505010410,東
5,3,3,マイネルアイザック,牡6,57,柴田大知,2:29.6,クビ,**,3-3-3-2,36.6,43.5,9,462(-4),,,,宮徹,サラブレッドクラブ・ラフィアン,182.0,201505010410,西
6,6,8,アドマイヤケルソ,牡7,57,岩田康誠,2:29.7,3/4,**,7-7-7-7,36.2,5.0,3,484(-6),,,,橋田満,近藤利一,,201505010410,西
7,7,10,マイネルジェイド,牡5,57,松岡正海,2:29.8,1/2,**,6-6-6-4,36.5,44.4,10,454(-4),,,,和田正道,サラブレッドクラブ・ラフィアン,,201505010410,東
8,7,11,ダノンシンフォニー,牡5,57,福永祐一,2:29.8,ハナ,**,11-11-10-11,35.9,8.3,5,464(+20),,,,角居勝彦,ダノックス,,201505010410,西
9,2,2,ジャングルクルーズ,セ6,57,北村宏司,2:30.4,3.1/2,**,5-5-4-4,37.2,3.8,2,506(+4),,,,藤沢和雄,窪田芳郎,,201505010410,東
10,8,12,レオプログレス,牡10,57,大野拓弥,2:32.4,大,**,10-9-10-12,38.3,200.0,13,470(0),,,,萱野浩二,レオ,,201505010410,東
11,6,9,ヴァーゲンザイル,セ7,57,ベリー,2:32.5,クビ,**,12-12-13-12,38.4,15.1,6,452(0),,,,田村康仁,社台レースホース,,201505010410,東
12,1,1,スーサングレート,牡7,57,横山和生,2:32.7,1.1/2,**,1-1-2-2,39.7,66.9,11,518(+12),,,,鈴木孝志,林進,,201505010410,西
13,4,5,ハーコット,牡6,57,田中勝春,2:33.0,1.3/4,**,4-4-4-4,39.8,130.3,12,480(+6),,,,鹿戸雄一,社台レースホース,,201505010410,東
1,3,6,ヴァンセンヌ,牡6,56,福永祐一,1:35.7,,**,7-7,34.6,6.0,3,506(-8),,,,松永幹夫,社台レースホース,"3,858.8",201505010411,西
2,7,13,アルフレード,牡6,56,柴山雄一,1:35.7,クビ,**,15-13,34.3,36.9,9,548(-4),,,,手塚貴久,キャロットファーム,"1,516.8",201505010411,東
3,5,10,フルーキー,牡5,56,岩田康誠,1:35.8,クビ,**,12-13,34.4,4.2,1,482(0),,,,角居勝彦,金子真人ホールディングス,958.4,201505010411,西
4,2,4,シャイニープリンス,牡5,56,後藤浩輝,1:35.9,1/2,**,10-10,34.6,7.6,4,504(+6),,,,栗田博憲,小林昌志,570.0,201505010411,東
5,2,3,リルダヴァル,牡8,56,ベリー,1:35.9,クビ,**,5-5,35.0,22.9,8,510(0),,,,池江泰寿,サンデーレーシング,380.0,201505010411,西
6,6,12,エキストラエンド,牡6,57,Ｃ．デム,1:35.9,ハナ,**,15-16,34.2,4.3,2,476(-2),,,,角居勝彦,社台レースホース,,201505010411,西
7,3,5,マイネルメリエンダ,牡4,56,柴田大知,1:36.0,1/2,**,3-3,35.3,10.0,7,484(+6),,,,和田正一,サラブレッドクラブ・ラフィアン,,201505010411,東
8,5,9,ダノンヨーヨー,牡9,57,三浦皇成,1:36.1,クビ,**,12-13,34.6,127.4,15,512(-12),,,,音無秀孝,ダノックス,,201505010411,西
9,1,2,アンコイルド,牡6,56,田辺裕信,1:36.1,クビ,**,1-1,35.6,54.5,11,498(-2),,,,矢作芳人,大樹ファーム,,201505010411,西
10,8,16,タガノグランパ,牡4,56,菱田裕二,1:36.2,1/2,**,11-10,34.9,9.2,6,480(-10),,,,松田博資,八木良司,,201505010411,西
11,7,14,サトノギャラント,牡6,56,北村宏司,1:36.3,クビ,**,12-10,35.1,8.3,5,500(-8),,,,藤沢和雄,里見治,,201505010411,東
12,1,1,メイショウヤタロウ,牡7,56,内田博幸,1:36.3,クビ,**,4-3,35.5,51.4,10,492(+10),,,,白井寿昭,松本好雄,,201505010411,西
13,4,7,フェスティヴタロー,牡6,56,江田照男,1:36.7,2.1/2,**,7-7,35.6,80.8,14,506(-4),,,,天間昭一,臼井義太郎,,201505010411,東
14,4,8,フレイムヘイロー,セ7,56,大野拓弥,1:36.8,1/2,**,2-2,36.2,72.2,13,482(-2),,,,蛯名利弘,ターフ・スポート,,201505010411,東
15,8,15,マイネルホウオウ,牡5,56,松岡正海,1:37.0,1.1/4,**,7-7,35.9,56.2,12,526(+38),,,,畠山吉宏,サラブレッドクラブ・ラフィアン,,201505010411,東
16,6,11,ハノハノ,牡7,56,蛯名正義,1:37.2,1.1/2,**,5-5,36.3,162.2,16,472(+4),,,,西園正都,錦岡牧場,,201505010411,西
1,1,2,プラントハンター,牡5,57,Ｃ．デム,1:37.2,,**,2-2,35.7,11.7,4,466(-2),,,,水野貴広,吉田照哉,"1,050.0",201505010412,東
2,5,9,ムードティアラ,牝5,55,伊藤工真,1:37.4,1.1/4,**,10-7,35.4,21.7,11,480(-2),,,,上原博之,ターフ・スポート,420.0,201505010412,東
3,8,16,ロジテール,牡6,57,松岡正海,1:37.4,アタマ,**,3-3,35.7,13.9,6,472(-6),,,,新開幸一,久米田正明,260.0,201505010412,東
4,3,6,サンライズウェイ,牡5,57,福永祐一,1:37.5,クビ,**,3-3,35.8,4.6,2,468(+6),,,,羽月友彦,松岡隆雄,160.0,201505010412,西
5,4,8,ラジオデイズ,牡4,57,北村宏司,1:37.6,1/2,**,6-6,35.7,20.6,9,478(+2),,,,古賀慎明,社台レースホース,105.0,201505010412,東
6,8,15,クワイアーソウル,牡7,57,横山典弘,1:37.6,クビ,**,7-10,35.4,21.1,10,506(+14),,,,萩原清,ノースヒルズ,,201505010412,東
7,5,10,タニノタキシード,牡5,57,岩田康誠,1:37.8,1.1/4,**,3-3,36.1,7.2,3,476(0),,,,角居勝彦,谷水雄三,,201505010412,西
8,6,11,アーマークラッド,牡5,57,蛯名正義,1:37.8,ハナ,**,7-7,35.8,2.9,1,502(0),,,,武井亮,吉田和子,,201505010412,東
9,6,12,ニットウビクトリー,牡6,57,石橋脩,1:37.9,クビ,**,11-12,35.5,13.6,5,494(+16),,,,高橋文雅,日東牧場,,201505010412,東
10,7,14,レッドジャクソン,牡6,57,木幡初広,1:38.0,3/4,**,16-16,35.1,243.1,16,558(+8),,,,宗像義忠,東京ホースレーシング,,201505010412,東
11,2,4,エルフショット,セ5,57,柴山雄一,1:38.0,クビ,**,1-1,36.6,14.3,7,468(-8),,,,柴田光陽,ヒダカ・ブリーダーズ・ユニオン,,201505010412,西
12,3,5,イッツガナハプン,牡6,57,柴田大知,1:38.0,ハナ,**,14-14,35.4,110.9,14,496(+2),,,,松山将樹,サミットレーシング,,201505010412,東
13,7,13,オメガスパーキング,牡6,57,田辺裕信,1:38.1,3/4,**,14-14,35.4,20.1,8,490(+2),,,,奥平雅士,原礼子,,201505010412,東
14,4,7,タイセイローマン,牡6,57,田中勝春,1:38.2,1/2,**,11-11,35.9,126.2,15,516(+12),,,,新開幸一,田中成奉,,201505010412,東
15,2,3,リンガスアリュール,牝4,55,後藤浩輝,1:38.9,4,**,7-7,36.9,54.7,13,520(+4),,,,高橋祥泰,伊藤巖,,201505010412,東
16,1,1,サトノジョリー,牝6,55,内田博幸,1:39.1,1.1/2,**,11-12,36.7,33.5,12,466(+8),,,,松田国英,里見治,,201505010412,西
1,1,1,アンズチャン,牝4,55,三浦皇成,1:24.8,,**,15-14,35.6,4.1,1,470(+4),,,,大和田成,ケンレーシング組合,"1,856.4",201505010510,東
2,3,5,クリノエリザベス,牝4,55,岩田康誠,1:24.9,1/2,**,1-1,37.0,5.6,3,510(+20),,,,須貝尚介,栗本博晴,740.4,201505010510,西
3,6,11,セイラ,牝6,55,田中勝春,1:24.9,ハナ,**,11-11,36.1,59.8,14,484(-6),,,,飯田雄三,萩英男,465.2,201505010510,西
4,8,15,トーセンマイティ,牡4,57,浜中俊,1:25.1,1,**,4-4,37.0,5.8,4,514(+8),,,,加藤征弘,島川隆哉,270.0,201505010510,東
5,5,9,テムジン,牡6,57,蛯名正義,1:25.2,3/4,**,4-4,37.0,15.4,7,490(+2),,,,田島俊明,熊谷貴之,182.0,201505010510,東
6,4,7,プリサイスエース,牡4,57,伊藤工真,1:25.3,クビ,**,8-9,36.8,28.3,8,502(-2),,,,奥村武,井山登,,201505010510,東
